location_id,trip_id,timestamp,latitude,longitude,speed_kmh,heading_deg,signal_quality
L0000017,T0005311,2024-10-25 22:04:00,51.501909625421874,-0.39543302816863946,55.498656246398454,122.13187345557354,Fair
L0000018,T0053707,2024-11-07 22:24:00,51.580331215752686,0.10387654927910839,5.176017946021878,193.1792099882007,Fair
L0000019,T0028693,2024-10-29 05:45:00,51.43792933980021,-0.14442949662564536,34.525333758537045,221.6794199362457,Poor
L0000020,T0071932,2024-12-06 00:02:00,51.44307642225161,-0.4971187249187191,52.66384024712719,45.9495253239251,Good
L0000021,T0025658,2024-11-26 00:05:00,51.31916878010306,-0.3245913228066352,46.171277295731784,33.05174274261171,Good
L0000022,T0018431,2024-12-19 02:50:00,51.32991887437369,0.18274328631479408,28.184288246622803,359.82087570247813,Good
L0000023,T0002747,2024-11-16 00:23:00,51.472836927117825,-0.04585146867043821,53.85901236762999,332.48055358080154,Good
L0000024,T0059150,2024-10-02 22:48:00,51.69959363902804,-0.48703824732526824,12.146436855155518,332.9166564246297,Good
L0000025,T0065725,2024-12-10 04:02:00,51.35120471981078,-0.22956416804347757,38.59564194112003,79.32608624128078,Good
L0000026,T0035773,2024-10-21 01:54:00,51.43388250506788,-0.2435060922223849,0.9417241632915885,116.91962433582577,Good
L0000027,T0067435,2024-11-05 04:07:00,51.658381418858916,-0.23257767411316438,9.150461610583335,24.59332136854478,Good
L0000028,T0056886,2024-11-08 05:41:00,51.3036976751543,-0.25832522151899734,49.7628716142935,224.1899396084937,Good
L0000029,T0066803,2024-12-23 05:10:00,51.64968069579693,-0.2902527925233076,9.470743308028752,22.32529273920241,Good
L0000030,T0031551,2024-10-15 01:51:00,51.505904661614956,0.14709483941351453,25.228446250317024,107.78230495286766,Good
L0000031,T0011394,2024-11-03 00:47:00,51.444413987425655,-0.1361423457702859,7.882321525251587,330.0658397136091,Good
L0000032,T0069092,2024-12-09 01:52:00,51.32159694063088,-0.17152944463826741,38.49765211927565,6.629401774974513,Good
L0000033,T0003890,2024-12-21 00:13:00,51.695009541419765,0.11228212718742059,53.484244580087804,221.5447479171737,Good
L0000034,T0041606,2024-12-05 03:18:00,51.44906224880355,-0.16267174701348258,1.8352928139980595,332.89859723586096,Good
L0000035,T0010627,2024-10-28 23:36:00,51.337848121965315,0.01453506980720154,31.73565436890198,148.2086476145362,Fair
L0000036,T0008792,2024-12-13 23:57:00,51.32454097804463,-0.1863021420370608,47.575432177255145,279.83174581577686,Fair
L0000037,T0073969,2024-11-07 00:25:00,51.39236244965642,0.14087419691055225,37.84655742151593,33.92199086718754,Poor
L0000038,T0043001,2024-12-23 04:10:00,51.640088189316266,-0.011503957374407625,25.312041265838857,11.931925590659503,Good
L0000039,T0076552,2024-11-08 01:00:00,51.30266022775788,0.14139061319560708,55.323067301674,357.24640876156184,Good
L0000040,T0023897,2024-11-05 01:29:00,51.46164644154631,-0.055617245900828505,27.167879329434786,84.68571909251884,Good
L0000041,T0068148,2024-12-12 23:00:00,51.446678113305694,0.014574458732668494,10.686622655034174,3.5347512529558944,Poor
L0000042,T0023483,2024-10-26 05:00:00,51.669444734922024,-0.10101505091137786,50.12462463837549,353.4185901052415,Good
L0000043,T0048555,2024-12-08 02:25:00,51.53635100034314,-0.18804765676547963,51.73075029719869,234.71151781486202,Good
L0000044,T0017159,2024-10-24 01:29:00,51.340438854488305,-0.13841864815894622,44.174108737793034,176.80869468303916,Fair
L0000045,T0035920,2024-11-01 22:57:00,51.35063598843049,-0.20973551360952164,59.25489248908605,130.58804136363415,Fair
L0000046,T0067121,2024-11-26 23:56:00,51.52273491549032,-0.1896546409468397,23.35518099638005,241.2298947293689,Good
L0000047,T0069479,2024-11-03 05:35:00,51.62163480671518,-0.06023337852013755,22.465981777762504,312.90739814900894,Fair
L0000048,T0019457,2024-11-27 23:26:00,51.51118571283964,0.09239816052606842,43.12550840479814,273.6367291112748,Good
L0000049,T0066557,2024-12-04 23:58:00,51.32473777077829,0.16345643478145455,23.402420616400835,35.161646509263335,Good
L0000050,T0077189,2024-11-03 22:22:00,51.317832060228454,0.06792842207193728,12.725835488876234,326.21616707435845,Good
L0000051,T0078953,2024-11-28 04:22:00,51.35361321162427,-0.043706220779756555,59.23612774760067,29.455618021499216,Good
L0000052,T0052995,2024-10-28 03:10:00,51.33518764553957,-0.493299017959993,33.17114042593836,25.335311275772344,Good
L0000053,T0040757,2024-11-06 23:55:00,51.60060181051853,-0.15544711500596314,21.147276983408492,6.693135591498631,Good
L0000054,T0009692,2024-11-13 05:10:00,51.6399238360093,-0.42725891127766136,12.876559049099487,205.97585481728203,Good
L0000055,T0045758,2024-11-06 02:19:00,51.45990123746502,-0.25447408120906123,24.781675836734237,190.67385397028377,Good
L0000056,T0072409,2024-12-17 03:46:00,51.31949939785301,0.11134871530568435,25.65349313704553,317.82742413928634,Good
L0000057,T0071211,2024-11-14 22:22:00,51.3109727241022,-0.48566302368637176,15.208569838230586,268.1432763367688,Good
L0000058,T0065697,2024-10-15 05:10:00,51.415303635245344,-0.10074127619371348,6.38826705160318,13.26540525273478,Good
L0000059,T0037065,2024-12-11 02:11:00,51.59628881828143,-0.3655639490285869,17.918555230207375,349.1032430500162,Good
L0000060,T0032606,2024-11-05 23:14:00,51.49731621257688,-0.4570693249316027,36.79235184782853,70.24880527640602,Poor
L0000061,T0011534,2024-10-28 04:58:00,51.56336410872275,-0.3777536911498597,55.57459501386431,274.25651770761897,Good
L0000062,T0040397,2024-11-08 02:15:00,51.49971283553652,0.06172331001725262,48.88145295729392,326.64347256871196,Good
L0000063,T0001016,2024-10-17 00:26:00,51.68406718335033,-0.054714828309930796,2.6873874714745427,196.17162817837382,Good
L0000064,T0055591,2024-11-12 05:41:00,51.473507891187346,-0.46263424941920883,15.8903845175863,349.2785913525033,Poor
L0000065,T0023247,2024-11-22 01:36:00,51.522286609972916,-0.4426176031220352,59.468232461965336,45.72853351951374,Good
L0000066,T0024300,2024-12-24 22:09:00,51.669649435353314,-0.46205033891908365,25.385635657341513,133.71880106490636,Poor
L0000067,T0074065,2024-11-30 03:20:00,51.553157122922215,-0.2759849674886384,42.05778137075241,139.92097291002145,Poor
L0000068,T0009268,2024-10-16 03:42:00,51.466506069557525,0.08284828452835491,41.890658754881336,96.2032491189127,Good
L0000069,T0012185,2024-10-19 01:45:00,51.35389157760835,-0.07768798182535264,20.658998146962805,208.22752014372261,Good
L0000070,T0063704,2024-11-26 23:40:00,51.431555035307206,0.12229020482431452,56.37107819359338,346.5214768644014,Good
L0000071,T0039099,2024-10-25 02:33:00,51.592297784631235,0.1765996675757896,36.57772132649795,87.29655780641093,Good
L0000072,T0008571,2024-12-08 00:13:00,51.3362929613928,-0.1983447003370774,47.477930410862456,3.945836898013355,Good
L0000073,T0038044,2024-11-18 04:18:00,51.31879148174798,0.11947573167226766,18.32744619986133,114.48943544537543,Good
L0000074,T0051214,2024-10-12 22:03:00,51.35150252835954,-0.21866556888739336,47.09918536188748,34.289978478893566,Good
L0000075,T0061228,2024-11-23 00:21:00,51.34591444998401,-0.40912885862280635,38.382750530542786,284.1042920681167,Fair
L0000076,T0048984,2024-12-15 23:42:00,51.617484316707696,-0.12033306511173392,59.87089650984988,171.79513353401325,Good
L0000077,T0040774,2024-11-25 23:15:00,51.516214384523096,0.09556015734276824,40.35386558633883,264.5688035806414,Good
L0000078,T0002568,2024-12-21 00:46:00,51.665878383701056,-0.24312941593067533,29.830838528899243,174.94553156711441,Good
L0000079,T0062592,2024-11-26 03:34:00,51.38574325396826,-0.1606088449257861,56.055339743032825,324.8302039769974,Good
L0000080,T0067563,2024-12-10 05:27:00,51.45067306714644,-0.4709018549408186,50.182605266601975,117.9559973569129,Good
L0000081,T0002695,2024-11-13 03:57:00,51.6588162894161,0.12627542097451094,36.3425743693839,200.91972126448422,Good
L0000082,T0048190,2024-12-13 22:37:00,51.4113250284146,-0.33317317951703673,2.6801210616617666,213.08664368693968,Good
L0000083,T0005258,2024-12-17 22:53:00,51.56547021070173,-0.3137432201107909,19.67785745748274,127.22591749669004,Good
L0000084,T0039504,2024-10-18 23:41:00,51.6664484873574,-0.43323162729429743,12.205861170581013,250.4158947218098,Good
L0000085,T0033159,2024-11-06 04:35:00,51.54578144811518,-0.03469346964469422,12.80577804229907,141.7926688312536,Good
L0000086,T0013986,2024-10-15 05:31:00,51.40054782869339,-0.27638725619972865,4.695329003377471,119.41097883893137,Good
L0000087,T0061858,2024-12-31 22:12:00,51.59035392942114,-0.11155176045731341,39.522298455942305,32.30321848546919,Fair
L0000088,T0012666,2024-10-24 05:34:00,51.44630533334155,-0.42925398743491283,28.93703544584357,188.83240199915716,Poor
L0000089,T0038660,2024-11-01 01:14:00,51.62031720799209,-0.4407595029356928,3.563278011494526,343.4334693072634,Poor
L0000090,T0003561,2024-12-19 03:11:00,51.66198962651939,-0.13149241962147967,20.03040211881254,350.0444176512534,Good
L0000091,T0026854,2024-12-10 04:34:00,51.657368252265314,-0.2017606273073556,53.814836666187716,302.0565311058786,Fair
L0000092,T0064505,2024-11-05 00:59:00,51.388346055518745,-0.17917677221694162,55.128361061979774,338.1529476405775,Fair
L0000093,T0052251,2024-10-22 01:54:00,51.3970183209474,0.19784072293941213,1.4558805874592573,94.4054176973613,Poor
L0000094,T0022662,2024-10-12 23:19:00,51.59051171140479,-0.2196473594379224,11.028498574819967,305.7932233361439,Poor
L0000095,T0008392,2024-11-19 00:15:00,51.554828331846664,-0.337237082592998,7.664636298906313,339.9652803410325,Good
L0000096,T0030535,2024-12-01 05:07:00,51.36810536041644,0.15773139661511337,11.887298947565332,18.25202709461346,Good
L0000097,T0078603,2024-12-14 05:00:00,51.531179991178234,-0.4237762795080059,58.024260762527206,332.3035899694286,Good
L0000098,T0052256,2024-11-05 02:40:00,51.45183835824303,0.0490194915013763,57.816331031140066,273.73178781681423,Good
L0000099,T0035222,2024-10-30 22:11:00,51.62219992185899,-0.10871570814952075,37.45318662550535,208.7655393872195,Good
L0000100,T0077373,2024-11-18 23:50:00,51.56157352552601,-0.2548645972664576,33.943927297607175,236.2133256527928,Good
L0000101,T0079575,2024-12-25 04:39:00,51.47942281027071,-0.23707043100854874,22.92703434114923,165.76527490652066,Good
L0000102,T0063335,2024-12-05 05:36:00,51.37825717885294,0.0314180529146082,1.3196826524845684,22.86525583195545,Good
L0000103,T0010965,2024-11-17 00:37:00,51.429682836354594,-0.034008045165805745,12.49521233653104,12.150279687665527,Good
L0000104,T0024538,2024-11-14 05:37:00,51.651473989816424,0.14078838487479484,43.7946655715888,197.02736896511013,Good
L0000105,T0070592,2024-12-30 02:21:00,51.69035460394362,-0.11827009402611632,54.78312798304588,344.20994255406845,Good
L0000106,T0008110,2024-11-05 03:32:00,51.50115689795886,-0.1316777248090723,11.720988792953717,20.852962727597877,Poor
L0000107,T0079309,2024-12-02 04:13:00,51.50872553771578,-0.26855385153103767,43.21708205167568,292.26165856191705,Good
L0000108,T0027266,2024-12-08 23:14:00,51.58994474179737,0.022013024457880115,53.698848988107606,337.8147149081116,Good
L0000109,T0052992,2024-10-16 01:05:00,51.53390137224776,-0.21160070144700177,34.88134625557447,17.460054822259487,Fair
L0000110,T0006910,2024-12-29 04:44:00,51.61184670240833,0.12533157955470775,57.07125366823729,140.22389973647074,Good
L0000111,T0000206,2024-10-30 04:29:00,51.34346518231396,-0.13443655923985148,33.278590270387774,220.2862560433429,Good
L0000112,T0023419,2024-11-09 00:05:00,51.43608003686713,-0.27768703926540284,21.5342851152296,226.08198027535428,Good
L0000113,T0050636,2024-12-07 04:26:00,51.37868042662085,0.06066067622868032,54.165422571437915,174.0336930547737,Good
L0000114,T0050015,2024-11-05 00:16:00,51.45012958080916,-0.24206620363362047,7.057026288781161,94.7846030671129,Good
L0000115,T0054268,2024-11-06 05:00:00,51.57204900460121,0.19516846440351132,38.39758104721848,19.812158047175924,Good
L0000116,T0018141,2024-10-03 01:36:00,51.400299593912166,-0.26420408124801,7.027839900007342,193.0731783490402,Fair
L0000117,T0071910,2024-10-26 02:37:00,51.41303965971001,-0.2410177518639931,18.39295865796641,4.0137515679067,Good
L0000118,T0056044,2024-12-28 02:31:00,51.55971054297695,-0.1339043143627605,9.753556021186224,16.829295102015443,Fair
L0000119,T0067214,2024-11-01 05:21:00,51.59227004899507,-0.3447413045235561,15.303636033816142,6.23646852142834,Good
L0000120,T0033827,2024-11-08 04:45:00,51.43841215502719,0.07798350131758147,25.39647619108913,20.372462690872425,Good
L0000121,T0055820,2024-12-18 00:21:00,51.44287522592735,0.15194941857259459,6.134998906956408,26.325800977312156,Good
L0000122,T0062623,2024-10-09 23:18:00,51.358322921673114,0.03850648099190934,50.534530374643936,219.3725508430511,Fair
L0000123,T0075450,2024-10-26 00:03:00,51.686647989542685,-0.13528726450193923,13.202622840475772,324.3487596458117,Fair
L0000124,T0022299,2024-11-23 23:01:00,51.66746324685611,-0.3997791332111558,54.58141700195664,74.89401714196097,Fair
L0000125,T0043585,2024-12-07 23:45:00,51.576179410513106,0.12619824816655534,17.40198934199481,164.8858180436556,Good
L0000126,T0064044,2024-12-23 00:12:00,51.382192843424995,-0.05480522055088499,7.248783171172029,70.25525938558323,Good
L0000127,T0042557,2024-11-25 23:15:00,51.33146195368421,0.08409685089077823,5.331934831230784,228.75746579100712,Good
L0000128,T0049080,2024-12-09 05:14:00,51.60057222634786,0.15801100608226026,13.232540680344131,149.4115919886836,Fair
L0000129,T0002693,2024-12-13 03:07:00,51.517720112662836,-0.3759889382701931,34.5133134956232,346.13405522690556,Poor
L0000130,T0069163,2024-11-03 22:48:00,51.568421772212176,-0.451337599651406,14.37098597080862,332.00051943181955,Poor
L0000131,T0025939,2024-10-16 23:54:00,51.50797801443475,-0.4777065177481902,20.149067739117314,52.20325818319981,Poor
L0000132,T0048925,2024-12-21 00:35:00,51.483402833456246,0.1419708142865096,44.905876095043965,143.78423362376162,Good
L0000133,T0042941,2024-11-27 04:46:00,51.63872531154072,-0.2536034203312171,26.43112281384475,41.162528216645256,Poor
L0000134,T0021834,2024-11-24 22:11:00,51.576429143297936,0.16886509530842053,47.26497035251244,18.870234713927253,Fair
L0000135,T0018047,2024-12-06 00:39:00,51.56250342849183,0.017034502318260647,59.350236962303214,43.62106801943093,Good
L0000136,T0026105,2024-10-15 03:27:00,51.46805346265745,-0.07294849280091059,40.294870300591974,289.15867263129593,Good
L0000137,T0075766,2024-12-31 01:42:00,51.36824110618871,0.012853762359437804,26.53754494255114,303.7118932328195,Good
L0000138,T0015707,2024-12-09 00:46:00,51.30960633249606,-0.21336821710226228,37.37960964723083,146.14834467199032,Fair
L0000139,T0021976,2024-11-15 02:50:00,51.528347105668864,-0.09523662400565275,28.262901298193363,194.20624554043076,Good
L0000140,T0044262,2024-11-23 02:21:00,51.60043521414956,-0.37518833935680174,59.50684936477242,298.9833098150464,Good
L0000141,T0023776,2024-10-18 22:31:00,51.56894130359494,-0.48449775398760453,18.975245735258422,173.78231643280304,Good
L0000142,T0030080,2024-12-21 03:36:00,51.35565999854366,-0.2177549384114924,5.012695632567996,149.432729584193,Good
L0000143,T0066842,2024-12-01 23:02:00,51.513591884334524,-0.45219296225860367,34.307852506328146,106.2595462254428,Fair
L0000144,T0061373,2024-12-25 02:36:00,51.31124924251913,-0.41172779153593897,32.207239607042006,153.0572148097808,Good
L0000145,T0006776,2024-11-10 05:10:00,51.3206731495307,-0.1199992987646506,49.26985456964094,294.1547154512838,Good
L0000146,T0055016,2024-10-02 22:29:00,51.65783216312132,-0.12813951688738218,59.82401351523395,164.27694961100812,Fair
L0000147,T0009474,2024-12-21 00:45:00,51.63838944159026,-0.16612872250418476,55.580988002925416,225.76400483391225,Good
L0000148,T0058053,2024-11-07 04:19:00,51.47515221770184,-0.11814468454487947,53.95628905677499,239.58730647458162,Good
L0000149,T0021959,2024-12-02 03:59:00,51.52499887393775,-0.41432500627112645,20.604715005733656,17.4795206248886,Good
L0000150,T0005530,2024-10-24 22:36:00,51.368594367929106,0.10754521970176578,41.058887747661615,66.67095755726943,Good
L0000151,T0003748,2024-10-29 04:58:00,51.58284705858416,-0.23471920192302115,49.85358947277878,178.20889976329417,Fair
L0000152,T0013545,2024-12-14 02:31:00,51.569178220027005,-0.03475643557282565,59.993867563353795,329.23443401096347,Good
L0000153,T0066199,2024-12-01 00:45:00,51.53156347371183,-0.4138579073660401,41.98808392964331,299.33410629863835,Good
L0000154,T0034766,2024-10-17 01:41:00,51.38713179585807,0.12078098588085673,51.71025091254571,327.8326545665078,Good
L0000155,T0073530,2024-10-27 05:30:00,51.43566376307043,-0.17495965312391076,53.325659207268686,75.10587951608183,Good
L0000156,T0061087,2024-10-30 04:33:00,51.42454492853561,-0.40112254254171403,58.81057832061146,0.9937086767263725,Good
L0000157,T0068840,2024-12-07 23:30:00,51.44086438604132,-0.0067548712750353235,0.7942553618232129,353.5883996757565,Fair
L0000158,T0054384,2024-12-08 01:56:00,51.6883355854414,-0.15890210753149236,30.50143230116843,107.08552864887157,Good
L0000159,T0051005,2024-12-31 03:20:00,51.46192572783755,-0.3157218600857731,56.739450227214824,339.4271828008365,Good
L0000160,T0046576,2024-12-13 05:01:00,51.50772999541986,-0.3983623505272665,30.091886242627734,296.60733005201683,Good
L0000161,T0039353,2024-11-15 00:29:00,51.678552690281165,-0.274512112796212,16.709928164665445,267.9872875784324,Fair
L0000162,T0062003,2024-11-24 04:38:00,51.54028908295992,-0.4234247407233728,53.67648392023521,85.33571245002459,Good
L0000163,T0052733,2024-11-22 23:00:00,51.506225973268144,-0.1342411908083554,4.460449546645804,214.8909799483494,Good
L0000164,T0065318,2024-12-25 01:22:00,51.455177221247595,-0.42993037589072874,30.05222984791592,279.2796540267829,Fair
L0000165,T0023664,2024-12-28 00:46:00,51.55723862124263,0.17114061122829316,18.969521763581483,17.697607657194034,Good
L0000166,T0067172,2024-11-23 02:38:00,51.692534005876695,0.12489243400781158,3.890447638930987,86.59692385175434,Fair
L0000167,T0026736,2024-12-04 23:12:00,51.430975919852564,-0.2177244409529982,44.230972099920976,163.79147281838658,Good
L0000168,T0000854,2024-11-11 23:48:00,51.58945018114467,0.16998765151332051,33.65831155446999,269.4930561649585,Good
L0000169,T0038623,2024-11-16 23:09:00,51.3162907377438,-0.467918771143697,33.743080102502546,183.82561984351835,Good
L0000170,T0007392,2024-12-20 04:32:00,51.4143732379786,-0.1908166078063236,8.35479607767476,36.38909854543427,Good
L0000171,T0055680,2024-10-21 04:02:00,51.4366432509187,-0.06359379138410892,16.596306753343523,63.01361686111253,Good
L0000172,T0046717,2024-12-20 04:02:00,51.61833196630729,-0.1485374213816389,25.68622799204288,66.46585163924722,Good
L0000173,T0050859,2024-10-30 22:33:00,51.386799114275675,-0.11061216514948152,27.821415398873185,199.35541020576466,Good
L0000174,T0026309,2024-11-19 02:24:00,51.444666161871915,-0.4989896704715141,52.77376804114239,203.75731828605979,Good
L0000175,T0063734,2024-12-24 03:45:00,51.34478522758805,0.1283512108158854,21.017938865597145,304.8768392505525,Good
L0000176,T0070467,2024-10-03 23:07:00,51.48754340614684,0.16313029733607798,59.100100086213615,7.069284992542113,Good
L0000177,T0052662,2024-11-23 04:06:00,51.499592238455904,-0.06281829492724211,37.228614649415015,201.3336191671069,Fair
L0000178,T0012688,2024-12-14 22:08:00,51.55412537595422,-0.45246183855189503,1.4513415038010313,32.16668975645781,Fair
L0000179,T0025342,2024-10-02 02:29:00,51.427042067531524,-0.31771964272685443,52.44633911574109,243.45179626000515,Poor
L0000180,T0037157,2024-10-24 22:15:00,51.34853040811296,-0.4922422963346447,30.416270235095617,9.585859886281781,Good
L0000181,T0067863,2024-11-17 03:02:00,51.45676540204442,-0.32093310153397286,33.458641646749314,329.2286128331158,Good
L0000182,T0052083,2024-11-11 22:22:00,51.35955413146144,0.06789889835646623,6.7037991157809484,151.7470433758545,Good
L0000183,T0065733,2024-10-18 00:56:00,51.38482657401168,-0.3958534920459449,31.493409553989093,318.8918391701749,Good
L0000184,T0034698,2024-11-30 00:59:00,51.52116419174502,-0.05510462984517411,56.843588795065855,158.23221455064078,Good
L0000185,T0022671,2024-11-27 05:12:00,51.45132538093219,-0.31566970615639434,34.50111149108839,148.96048569066772,Fair
L0000186,T0025184,2024-10-28 05:55:00,51.562071207244216,-0.45255967264184105,56.00377644652508,57.95186567392985,Good
L0000187,T0042107,2024-11-14 00:26:00,51.41716691913873,0.008521313989611423,7.303321230805311,76.2805081747082,Good
L0000188,T0051663,2024-10-13 04:33:00,51.54488990734683,-0.2612741160452078,22.335423770162652,323.7593381760572,Good
L0000189,T0015708,2024-10-03 04:40:00,51.31977551373647,0.05203014474206247,37.41232250789212,358.0932620091336,Good
L0000190,T0049811,2024-12-09 01:09:00,51.50986846984244,-0.2562580947145881,0.02836226705753564,353.9237896693726,Poor
L0000191,T0002811,2024-12-01 02:45:00,51.3706502999236,-0.24293535467715066,21.1469259756321,29.667691933640494,Good
L0000192,T0056250,2024-12-28 03:11:00,51.316160905871534,0.07651122358488749,42.42143574411289,28.65483579568453,Fair
L0000193,T0072082,2024-12-07 01:15:00,51.44063092357301,-0.03886759222684372,46.12083722882576,200.90307366816134,Good
L0000194,T0034754,2024-10-18 22:07:00,51.649889741808806,-0.055215387388439285,36.93840450998236,91.40417939280846,Poor
L0000195,T0011411,2024-12-09 22:04:00,51.38857095251452,0.05369369413537317,1.2696988342844806,80.00338942151122,Good
L0000196,T0002911,2024-11-12 02:45:00,51.32001118053753,-0.09093885028654225,15.910681965130047,40.74290503314183,Good
L0000197,T0067270,2024-10-20 05:24:00,51.42478215969851,-0.2140001171990738,23.489609450793377,19.831069132608818,Good
L0000198,T0008680,2024-12-17 22:04:00,51.44971338354278,-0.05759107805669805,40.58870937132871,236.49568938070473,Good
L0000199,T0071295,2024-12-05 01:27:00,51.514145689345945,-0.07967566914843793,41.22283873584696,352.4646528969243,Good
L0000200,T0011111,2024-11-20 23:39:00,51.67004839851204,-0.11518745886607384,41.68041947948892,3.8222013469288685,Fair
L0000201,T0037504,2024-10-09 02:48:00,51.52346097897456,-0.26021569216222695,37.306225131748086,176.41419923711814,Good
L0000202,T0001802,2024-12-26 23:48:00,51.51266178914665,-0.14455785911695246,54.778467206142466,149.4920295363454,Fair
L0000203,T0008155,2024-11-15 04:56:00,51.58211830023352,-0.13720396828233022,2.7647976959532605,87.05825992158577,Good
L0000204,T0073656,2024-10-08 02:49:00,51.32454597021995,-0.03303782227793123,14.224802842933892,79.50586856959515,Good
L0000205,T0039384,2024-11-06 02:14:00,51.3233203415819,-0.20666746112736056,31.807364534239895,302.904002636893,Good
L0000206,T0047254,2024-10-01 02:13:00,51.50354996995064,-0.2289935000732185,51.15070690423084,253.41228564933587,Good
L0000207,T0021918,2024-11-07 01:17:00,51.686721236687305,-0.18072721944277353,12.186317927250956,284.00882091511846,Good
L0000208,T0060713,2024-10-20 01:51:00,51.69783921659698,0.07010345966836018,52.81003268078067,253.69930210341568,Good
L0000209,T0030306,2024-11-08 03:00:00,51.44767630423113,-0.0012824817528852006,7.218560993675918,3.5086810769249377,Poor
L0000210,T0016646,2024-10-06 02:19:00,51.300693282946966,0.06248650613961704,16.510454486662617,214.0361028048146,Good
L0000211,T0046843,2024-10-13 00:43:00,51.31780418594457,0.07073890823985929,7.792170232114066,17.885928790123515,Good
L0000212,T0016371,2024-12-31 02:35:00,51.59861607860577,-0.33568715049664166,46.71379033637099,273.10176420482526,Good
L0000213,T0077371,2024-11-14 04:02:00,51.48292980861864,0.12119696160629523,24.299483950265955,128.0540054882824,Good
L0000214,T0002049,2024-11-30 05:40:00,51.55920421912313,-0.06938641153735792,33.538278418246314,173.69390140822333,Poor
L0000215,T0031616,2024-11-17 22:52:00,51.374416372982864,-0.2490081866529087,42.627563288687455,72.7554835013367,Good
L0000216,T0020932,2024-10-11 02:59:00,51.42880116856923,-0.005267490895664473,49.274183699298185,111.99497983074511,Fair
L0000217,T0029855,2024-10-18 03:34:00,51.69365144676441,-0.44159356780337816,18.130189062152922,250.1923470615463,Fair
L0000218,T0061434,2024-11-04 22:45:00,51.4681364978654,-0.46262812856754026,20.703117697603723,15.214177561233466,Good
L0000219,T0072694,2024-10-15 02:21:00,51.67117843787937,-0.13131532653039518,18.688846824388953,167.4693431314758,Good
L0000220,T0043016,2024-10-03 01:56:00,51.696001492503335,0.1041575921952973,44.4870888871526,321.5713772899999,Fair
L0000221,T0007400,2024-10-09 05:11:00,51.50127295234122,0.0822826053698279,52.430495437979175,348.6298498185181,Fair
L0000222,T0042642,2024-12-10 01:51:00,51.60255641552239,-0.11063222963697128,18.608369020112857,324.1357370795777,Good
L0000223,T0015151,2024-11-17 05:28:00,51.542587552236306,-0.06028194477089405,32.875664640981775,145.80471475000948,Good
L0000224,T0051407,2024-12-26 23:22:00,51.6773671875717,-0.13992073053480086,7.363215264862417,156.9629479932189,Good
L0000225,T0066690,2024-12-21 00:43:00,51.54386948107829,-0.10645517188827669,18.295909343725576,146.5812942522592,Good
L0000226,T0004499,2024-11-18 03:59:00,51.458675029797945,0.02506457710415555,1.5685274305197061,314.85621597031917,Good
L0000227,T0006295,2024-12-09 04:59:00,51.45675121696727,-0.15139637473468476,48.71518055861457,301.19936402370246,Poor
L0000228,T0059040,2024-12-10 23:04:00,51.55468586401086,-0.0446082655031913,44.968829356977174,231.1297105557987,Good
L0000229,T0012183,2024-11-03 23:12:00,51.43777894329878,-0.2950892706656984,39.72365403897678,116.91927555623612,Fair
L0000230,T0029299,2024-12-25 22:48:00,51.51912680321957,-0.41960264299916367,49.60136483839782,62.13484950165404,Good
